Query_Text,Budget_Value,Target_Label
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.1,Single_Hop_BM25
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.2,Single_Hop_BM25
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.3,Multi_Hop_FAISS
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.4,Multi_Hop_FAISS
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.5,Multi_Hop_FAISS
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.6,Multi_Hop_FAISS
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.7,Multi_Hop_FAISS
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.8,Multi_Hop_FAISS
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",0.9,Multi_Hop_FAISS
"How do recurrent neural network encoders with attention mechanisms improve performance in community question answering tasks when dealing with data sparsity and imbalanced labels, as described by Wei-Ning Hsu et al.?",1.0,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,0.1,Single_Hop_BM25
How does the article access climate change content within TheGuardian.com as per the text provided?,0.2,Single_Hop_BM25
How does the article access climate change content within TheGuardian.com as per the text provided?,0.3,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,0.4,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,0.5,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,0.6,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,0.7,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,0.8,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,0.9,Multi_Hop_FAISS
How does the article access climate change content within TheGuardian.com as per the text provided?,1.0,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.1,Single_Hop_BM25
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.2,Single_Hop_BM25
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.3,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.4,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.5,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.6,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.7,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.8,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,0.9,Multi_Hop_FAISS
How does the Neural Attention model improve upon traditional RNN approaches in terms of encoding input sequences?,1.0,Multi_Hop_FAISS
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.1,Single_Hop_BM25
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.2,Single_Hop_BM25
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.3,Multi_Hop_FAISS
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.4,Multi_Hop_FAISS
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.5,Multi_Hop_FAISS
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.6,Multi_Hop_FAISS
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.7,Multi_Hop_FAISS
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.8,Multi_Hop_FAISS
What are identified reasons for No anotation errors in named entities and how do these affect their assignment during training?,0.9,Multi_Hop_FAISS
